,drug,disease,label
998,365.0,134.0,1.0
999,552.0,398.0,1.0
1000,34.0,134.0,1.0
1001,93.0,58.0,1.0
1002,420.0,122.0,1.0
1003,248.0,7.0,1.0
1004,280.0,79.0,1.0
1005,519.0,49.0,1.0
1006,462.0,247.0,1.0
1007,449.0,168.0,1.0
1008,546.0,174.0,1.0
1009,260.0,124.0,1.0
1010,546.0,124.0,1.0
1011,5.0,376.0,1.0
1012,358.0,293.0,1.0
1013,650.0,358.0,1.0
1014,443.0,359.0,1.0
1015,253.0,322.0,1.0
1016,301.0,404.0,1.0
1017,426.0,99.0,1.0
1018,141.0,401.0,1.0
1019,29.0,99.0,1.0
1020,250.0,94.0,1.0
1021,241.0,19.0,1.0
1022,625.0,183.0,1.0
1023,430.0,402.0,1.0
1024,105.0,309.0,1.0
1025,653.0,358.0,1.0
1026,202.0,256.0,1.0
1027,654.0,347.0,1.0
1028,646.0,269.0,1.0
1029,109.0,181.0,1.0
1030,558.0,231.0,1.0
1031,454.0,305.0,1.0
1032,567.0,405.0,1.0
1033,484.0,19.0,1.0
1034,398.0,405.0,1.0
1035,596.0,24.0,1.0
1036,119.0,405.0,1.0
1037,387.0,356.0,1.0
1038,166.0,212.0,1.0
1039,331.0,14.0,1.0
1040,32.0,124.0,1.0
1041,26.0,94.0,1.0
1042,356.0,392.0,1.0
1043,343.0,222.0,1.0
1044,578.0,371.0,1.0
1045,443.0,358.0,1.0
1046,576.0,110.0,1.0
1047,96.0,245.0,1.0
1048,53.0,40.0,1.0
1049,632.0,360.0,1.0
1050,154.0,360.0,1.0
1051,521.0,347.0,1.0
1052,148.0,136.0,1.0
1053,242.0,164.0,1.0
1054,223.0,131.0,1.0
1055,103.0,289.0,1.0
1056,145.0,134.0,1.0
1057,433.0,371.0,1.0
1058,372.0,115.0,1.0
1059,430.0,128.0,1.0
1060,552.0,77.0,1.0
1061,430.0,36.0,1.0
1062,73.0,405.0,1.0
1063,453.0,239.0,1.0
1064,170.0,289.0,1.0
1065,462.0,252.0,1.0
1066,462.0,172.0,1.0
1067,175.0,358.0,1.0
1068,133.0,153.0,1.0
1069,551.0,390.0,1.0
1070,598.0,239.0,1.0
1071,226.0,243.0,1.0
1072,202.0,126.0,1.0
1073,166.0,370.0,1.0
1074,204.0,94.0,1.0
1075,140.0,192.0,1.0
1076,618.0,221.0,1.0
1077,422.0,163.0,1.0
1078,556.0,277.0,1.0
1079,402.0,129.0,1.0
1080,402.0,124.0,1.0
1081,204.0,405.0,1.0
1082,35.0,332.0,1.0
1083,462.0,239.0,1.0
1084,356.0,99.0,1.0
1085,486.0,10.0,1.0
1086,505.0,239.0,1.0
1087,196.0,89.0,1.0
1088,296.0,318.0,1.0
1089,245.0,28.0,1.0
1090,580.0,125.0,1.0
1091,315.0,309.0,1.0
1092,567.0,94.0,1.0
1093,552.0,33.0,1.0
1094,160.0,43.0,1.0
1095,486.0,309.0,1.0
1096,462.0,257.0,1.0
1097,585.0,16.0,1.0
1098,601.0,24.0,1.0
1099,237.0,128.0,1.0
1100,199.0,142.0,1.0
1101,199.0,181.0,1.0
1102,636.0,392.0,1.0
1103,220.0,85.0,1.0
1104,518.0,280.0,1.0
1105,584.0,115.0,1.0
1106,110.0,318.0,1.0
1107,146.0,95.0,1.0
1108,441.0,31.0,1.0
1109,421.0,138.0,1.0
1110,328.0,38.0,1.0
1111,662.0,327.0,1.0
1112,587.0,222.0,1.0
1113,524.0,371.0,1.0
1114,335.0,359.0,1.0
1115,478.0,119.0,1.0
1116,153.0,158.0,1.0
1117,227.0,252.0,1.0
1118,208.0,181.0,1.0
1119,507.0,79.0,1.0
1120,543.0,76.0,1.0
1121,643.0,135.0,1.0
1122,351.0,386.0,1.0
1123,351.0,273.0,1.0
1124,337.0,35.0,1.0
1125,209.0,298.0,1.0
1126,351.0,352.0,1.0
1127,427.0,267.0,1.0
1128,109.0,236.0,1.0
1129,167.0,359.0,1.0
1130,459.0,222.0,1.0
1131,113.0,125.0,1.0
1132,20.0,199.0,1.0
1133,268.0,55.0,1.0
1134,5.0,99.0,1.0
1135,407.0,188.0,1.0
1136,361.0,405.0,1.0
1137,457.0,128.0,1.0
1138,407.0,196.0,1.0
1139,553.0,125.0,1.0
1140,565.0,382.0,1.0
1141,27.0,12.0,1.0
1142,200.0,124.0,1.0
1143,228.0,405.0,1.0
1144,148.0,309.0,1.0
1145,32.0,405.0,1.0
1146,245.0,117.0,1.0
1147,383.0,362.0,1.0
1148,303.0,229.0,1.0
1149,328.0,222.0,1.0
1150,314.0,109.0,1.0
1151,90.0,19.0,1.0
1152,513.0,131.0,1.0
1153,164.0,124.0,1.0
1154,143.0,196.0,1.0
1155,170.0,22.0,1.0
1156,319.0,347.0,1.0
1157,148.0,259.0,1.0
1158,418.0,362.0,1.0
1159,587.0,107.0,1.0
1160,439.0,183.0,1.0
1161,77.0,345.0,1.0
1162,194.0,212.0,1.0
1163,84.0,362.0,1.0
1164,147.0,404.0,1.0
1165,155.0,124.0,1.0
1166,464.0,124.0,1.0
1167,497.0,183.0,1.0
1168,208.0,376.0,1.0
1169,480.0,146.0,1.0
1170,369.0,196.0,1.0
1171,252.0,376.0,1.0
1172,343.0,347.0,1.0
1173,264.0,147.0,1.0
1174,205.0,259.0,1.0
1175,83.0,132.0,1.0
1176,337.0,233.0,1.0
1177,468.0,360.0,1.0
1178,455.0,342.0,1.0
1179,239.0,347.0,1.0
1180,324.0,318.0,1.0
1181,100.0,117.0,1.0
1182,231.0,222.0,1.0
1183,364.0,316.0,1.0
1184,136.0,405.0,1.0
1185,299.0,94.0,1.0
1186,324.0,41.0,1.0
1187,575.0,24.0,1.0
1188,279.0,173.0,1.0
1189,110.0,6.0,1.0
1190,170.0,347.0,1.0
1191,229.0,24.0,1.0
1192,443.0,362.0,1.0
1193,197.0,247.0,1.0
1194,349.0,277.0,1.0
1195,240.0,269.0,1.0
1196,518.0,25.0,1.0
1197,610.0,392.0,1.0
1198,267.0,239.0,1.0
1199,636.0,128.0,1.0
1200,310.0,407.0,1.0
1201,261.0,48.0,1.0
1202,459.0,186.0,1.0
1203,505.0,224.0,1.0
1204,182.0,371.0,1.0
1205,319.0,371.0,1.0
1206,661.0,359.0,1.0
1207,91.0,99.0,1.0
1208,297.0,9.0,1.0
1209,150.0,347.0,1.0
1210,480.0,124.0,1.0
1211,57.0,196.0,1.0
1212,74.0,362.0,1.0
1213,387.0,44.0,1.0
1214,363.0,36.0,1.0
1215,195.0,99.0,1.0
1216,244.0,101.0,1.0
1217,79.0,157.0,1.0
1218,657.0,162.0,1.0
1219,19.0,37.0,1.0
1220,56.0,1.0,1.0
1221,461.0,184.0,1.0
1222,193.0,133.0,1.0
1223,535.0,124.0,1.0
1224,507.0,80.0,1.0
1225,179.0,334.0,1.0
1226,333.0,392.0,1.0
1227,552.0,304.0,1.0
1228,48.0,124.0,1.0
1229,531.0,144.0,1.0
1230,451.0,188.0,1.0
1231,569.0,388.0,1.0
1232,211.0,99.0,1.0
1233,473.0,38.0,1.0
1234,400.0,18.0,1.0
1235,587.0,245.0,1.0
1236,490.0,391.0,1.0
1237,604.0,238.0,1.0
1238,530.0,382.0,1.0
1239,567.0,346.0,1.0
1240,320.0,99.0,1.0
1241,546.0,99.0,1.0
1242,457.0,73.0,1.0
1243,292.0,117.0,1.0
1244,164.0,405.0,1.0
1245,634.0,358.0,1.0
1246,16.0,202.0,1.0
1247,49.0,209.0,1.0
1248,40.0,64.0,1.0
1249,552.0,199.0,1.0
1250,166.0,136.0,1.0
1251,401.0,3.0,1.0
1252,60.0,117.0,1.0
1253,142.0,37.0,1.0
1254,397.0,405.0,1.0
1255,273.0,3.0,1.0
1256,50.0,379.0,1.0
1257,120.0,174.0,1.0
1258,596.0,144.0,1.0
1259,503.0,371.0,1.0
1260,280.0,80.0,1.0
1261,182.0,347.0,1.0
1262,475.0,318.0,1.0
1263,298.0,24.0,1.0
1264,574.0,174.0,1.0
1265,470.0,280.0,1.0
1266,321.0,221.0,1.0
1267,537.0,99.0,1.0
1268,169.0,262.0,1.0
1269,651.0,371.0,1.0
1270,428.0,183.0,1.0
1271,587.0,55.0,1.0
1272,655.0,176.0,1.0
1273,349.0,224.0,1.0
1274,430.0,392.0,1.0
1275,266.0,118.0,1.0
1276,510.0,267.0,1.0
1277,22.0,130.0,1.0
1278,298.0,140.0,1.0
1279,105.0,134.0,1.0
1280,288.0,69.0,1.0
1281,358.0,397.0,1.0
1282,241.0,331.0,1.0
1283,342.0,349.0,1.0
1284,416.0,218.0,1.0
1285,647.0,85.0,1.0
1286,123.0,24.0,1.0
1287,576.0,111.0,1.0
1288,307.0,196.0,1.0
1289,574.0,311.0,1.0
1290,556.0,105.0,1.0
1291,5.0,392.0,1.0
1292,620.0,153.0,1.0
1293,498.0,295.0,1.0
1294,244.0,24.0,1.0
1295,516.0,91.0,1.0
1296,36.0,99.0,1.0
1297,46.0,243.0,1.0
1298,397.0,316.0,1.0
1299,532.0,314.0,1.0
1300,541.0,112.0,1.0
1301,606.0,360.0,1.0
1302,254.0,309.0,1.0
1303,318.0,48.0,1.0
1304,471.0,392.0,1.0
1305,376.0,43.0,1.0
1306,605.0,149.0,1.0
1307,556.0,280.0,1.0
1308,502.0,93.0,1.0
1309,489.0,274.0,1.0
1310,449.0,3.0,1.0
1311,330.0,64.0,1.0
1312,74.0,359.0,1.0
1313,268.0,358.0,1.0
1314,576.0,36.0,1.0
1315,171.0,124.0,1.0
1316,52.0,183.0,1.0
1317,569.0,387.0,1.0
1318,61.0,255.0,1.0
1319,636.0,73.0,1.0
1320,337.0,280.0,1.0
1321,109.0,266.0,1.0
1322,275.0,335.0,1.0
1323,499.0,41.0,1.0
1324,586.0,18.0,1.0
1325,337.0,23.0,1.0
1326,177.0,280.0,1.0
1327,271.0,231.0,1.0
1328,290.0,405.0,1.0
1329,67.0,347.0,1.0
1330,224.0,200.0,1.0
1331,105.0,370.0,1.0
1332,275.0,55.0,1.0
1333,511.0,358.0,1.0
1334,225.0,255.0,1.0
1335,413.0,388.0,1.0
1336,340.0,66.0,1.0
1337,20.0,228.0,1.0
1338,313.0,130.0,1.0
1339,364.0,251.0,1.0
1340,275.0,147.0,1.0
1341,180.0,71.0,1.0
1342,462.0,224.0,1.0
1343,297.0,342.0,1.0
1344,492.0,6.0,1.0
1345,382.0,113.0,1.0
1346,559.0,390.0,1.0
1347,433.0,358.0,1.0
1348,600.0,124.0,1.0
1349,523.0,261.0,1.0
1350,55.0,80.0,1.0
1351,455.0,37.0,1.0
1352,161.0,344.0,1.0
1353,321.0,94.0,1.0
1354,182.0,362.0,1.0
1355,333.0,181.0,1.0
1356,240.0,145.0,1.0
1357,94.0,153.0,1.0
1358,564.0,69.0,1.0
1359,484.0,239.0,1.0
1360,657.0,343.0,1.0
1361,315.0,135.0,1.0
1362,383.0,347.0,1.0
1363,326.0,294.0,1.0
1364,167.0,371.0,1.0
1365,337.0,86.0,1.0
1366,19.0,220.0,1.0
1367,358.0,388.0,1.0
1368,108.0,99.0,1.0
1369,470.0,237.0,1.0
1370,552.0,34.0,1.0
1371,592.0,260.0,1.0
1372,326.0,262.0,1.0
1373,175.0,347.0,1.0
1374,520.0,267.0,1.0
1375,433.0,362.0,1.0
1376,588.0,259.0,1.0
1377,468.0,280.0,1.0
1378,5.0,181.0,1.0
1379,462.0,20.0,1.0
1380,569.0,313.0,1.0
1381,170.0,100.0,1.0
1382,384.0,113.0,1.0
1383,332.0,359.0,1.0
1384,576.0,337.0,1.0
1385,93.0,213.0,1.0
1386,148.0,370.0,1.0
1387,601.0,280.0,1.0
1388,246.0,163.0,1.0
1389,241.0,280.0,1.0
1390,142.0,10.0,1.0
1391,164.0,8.0,1.0
1392,571.0,44.0,1.0
1393,661.0,362.0,1.0
1394,300.0,149.0,1.0
1395,258.0,405.0,1.0
1396,323.0,146.0,1.0
1397,446.0,358.0,1.0
1398,137.0,269.0,1.0
1399,660.0,331.0,1.0
1400,548.0,27.0,1.0
1401,643.0,344.0,1.0
1402,510.0,332.0,1.0
1403,364.0,124.0,1.0
1404,19.0,10.0,1.0
1405,254.0,259.0,1.0
1406,226.0,319.0,1.0
1407,24.0,125.0,1.0
1408,556.0,19.0,1.0
1409,501.0,358.0,1.0
1410,272.0,80.0,1.0
1411,377.0,369.0,1.0
1412,154.0,132.0,1.0
1413,413.0,386.0,1.0
1414,567.0,124.0,1.0
1415,268.0,106.0,1.0
1416,184.0,319.0,1.0
1417,17.0,264.0,1.0
1418,266.0,21.0,1.0
1419,350.0,401.0,1.0
1420,150.0,371.0,1.0
1421,75.0,267.0,1.0
1422,19.0,270.0,1.0
1423,205.0,312.0,1.0
1424,268.0,347.0,1.0
1425,36.0,73.0,1.0
1426,414.0,43.0,1.0
1427,137.0,124.0,1.0
1428,390.0,359.0,1.0
1429,387.0,229.0,1.0
1430,99.0,365.0,1.0
1431,407.0,182.0,1.0
1432,200.0,69.0,1.0
1433,372.0,199.0,1.0
1434,407.0,124.0,1.0
1435,470.0,208.0,1.0
1436,42.0,382.0,1.0
1437,315.0,370.0,1.0
1438,102.0,73.0,1.0
1439,518.0,24.0,1.0
1440,654.0,359.0,1.0
1441,227.0,172.0,1.0
1442,541.0,278.0,1.0
1443,212.0,396.0,1.0
1444,239.0,89.0,1.0
1445,22.0,271.0,1.0
1446,118.0,371.0,1.0
1447,228.0,124.0,1.0
1448,213.0,257.0,1.0
1449,142.0,354.0,1.0
1450,391.0,267.0,1.0
1451,449.0,48.0,1.0
1452,297.0,391.0,1.0
1453,244.0,245.0,1.0
1454,477.0,76.0,1.0
1455,73.0,146.0,1.0
1456,296.0,40.0,1.0
1457,587.0,89.0,1.0
1458,163.0,253.0,1.0
1459,12.0,268.0,1.0
1460,9.0,310.0,1.0
1461,307.0,129.0,1.0
1462,249.0,363.0,1.0
1463,167.0,347.0,1.0
1464,255.0,99.0,1.0
1465,294.0,183.0,1.0
1466,371.0,7.0,1.0
1467,402.0,188.0,1.0
1468,301.0,13.0,1.0
1469,398.0,124.0,1.0
1470,306.0,104.0,1.0
1471,390.0,347.0,1.0
1472,143.0,316.0,1.0
1473,502.0,282.0,1.0
1474,304.0,405.0,1.0
1475,599.0,76.0,1.0
1476,587.0,280.0,1.0
1477,486.0,369.0,1.0
1478,178.0,18.0,1.0
1479,229.0,65.0,1.0
1480,263.0,56.0,1.0
1481,229.0,280.0,1.0
1482,598.0,399.0,1.0
1483,6.0,206.0,1.0
1484,394.0,188.0,1.0
1485,353.0,144.0,1.0
1486,140.0,185.0,1.0
1487,241.0,208.0,1.0
1488,570.0,124.0,1.0
1489,199.0,99.0,1.0
1490,455.0,408.0,1.0
1491,537.0,347.0,1.0
1492,9.0,301.0,1.0
1493,595.0,358.0,1.0
1494,439.0,100.0,1.0
1495,133.0,168.0,1.0
1496,331.0,135.0,1.0
1497,109.0,376.0,1.0
1498,459.0,121.0,1.0
1499,185.0,407.0,1.0
1500,493.0,73.0,1.0
1501,272.0,84.0,1.0
1502,0.0,329.0,1.0
1503,582.0,28.0,1.0
1504,227.0,208.0,1.0
1505,319.0,362.0,1.0
1506,351.0,385.0,1.0
1507,375.0,362.0,1.0
1508,183.0,311.0,1.0
1509,551.0,370.0,1.0
1510,475.0,40.0,1.0
1511,616.0,322.0,1.0
1512,275.0,6.0,1.0
1513,598.0,331.0,1.0
1514,115.0,358.0,1.0
1515,126.0,89.0,1.0
1516,503.0,359.0,1.0
1517,213.0,247.0,1.0
1518,502.0,232.0,1.0
1519,583.0,172.0,1.0
1520,578.0,188.0,1.0
1521,293.0,359.0,1.0
1522,501.0,347.0,1.0
1523,430.0,376.0,1.0
1524,326.0,394.0,1.0
1525,424.0,73.0,1.0
1526,90.0,114.0,1.0
1527,430.0,103.0,1.0
1528,150.0,358.0,1.0
1529,38.0,351.0,1.0
1530,388.0,181.0,1.0
1531,144.0,20.0,1.0
1532,241.0,237.0,1.0
1533,137.0,145.0,1.0
1534,576.0,44.0,1.0
1535,409.0,69.0,1.0
1536,37.0,405.0,1.0
1537,662.0,315.0,1.0
1538,529.0,41.0,1.0
1539,455.0,309.0,1.0
1540,156.0,133.0,1.0
1541,486.0,390.0,1.0
1542,452.0,176.0,1.0
1543,275.0,280.0,1.0
1544,150.0,359.0,1.0
1545,546.0,119.0,1.0
1546,501.0,396.0,1.0
1547,109.0,99.0,1.0
1548,314.0,73.0,1.0
1549,154.0,3.0,1.0
1550,193.0,49.0,1.0
1551,449.0,153.0,1.0
1552,594.0,124.0,1.0
1553,163.0,384.0,1.0
1554,161.0,259.0,1.0
1555,198.0,24.0,1.0
1556,516.0,82.0,1.0
1557,29.0,75.0,1.0
1558,315.0,134.0,1.0
1559,75.0,353.0,1.0
1560,464.0,196.0,1.0
1561,337.0,150.0,1.0
1562,314.0,392.0,1.0
1563,252.0,181.0,1.0
1564,569.0,352.0,1.0
1565,576.0,90.0,1.0
1566,598.0,345.0,1.0
1567,258.0,182.0,1.0
1568,551.0,136.0,1.0
1569,653.0,347.0,1.0
1570,83.0,78.0,1.0
1571,419.0,99.0,1.0
1572,26.0,221.0,1.0
1573,461.0,162.0,1.0
1574,451.0,183.0,1.0
1575,587.0,347.0,1.0
1576,552.0,226.0,1.0
1577,591.0,145.0,1.0
1578,40.0,89.0,1.0
1579,170.0,358.0,1.0
1580,429.0,99.0,1.0
1581,644.0,11.0,1.0
1582,170.0,359.0,1.0
1583,621.0,392.0,1.0
1584,261.0,360.0,1.0
1585,327.0,18.0,1.0
1586,505.0,272.0,1.0
1587,273.0,103.0,1.0
1588,403.0,265.0,1.0
1589,455.0,135.0,1.0
1590,275.0,356.0,1.0
1591,348.0,212.0,1.0
1592,563.0,124.0,1.0
1593,434.0,117.0,1.0
1594,461.0,293.0,1.0
1595,465.0,322.0,1.0
1596,210.0,46.0,1.0
1597,170.0,117.0,1.0
1598,263.0,99.0,1.0
1599,328.0,271.0,1.0
1600,296.0,43.0,1.0
1601,301.0,382.0,1.0
1602,11.0,73.0,1.0
1603,578.0,166.0,1.0
1604,387.0,372.0,1.0
1605,178.0,314.0,1.0
1606,454.0,129.0,1.0
1607,589.0,371.0,1.0
1608,351.0,388.0,1.0
1609,333.0,128.0,1.0
1610,443.0,347.0,1.0
1611,596.0,113.0,1.0
1612,70.0,239.0,1.0
1613,633.0,356.0,1.0
1614,114.0,118.0,1.0
1615,328.0,131.0,1.0
1616,170.0,362.0,1.0
1617,33.0,247.0,1.0
1618,275.0,165.0,1.0
1619,215.0,124.0,1.0
1620,639.0,75.0,1.0
1621,389.0,18.0,1.0
1622,184.0,323.0,1.0
1623,347.0,375.0,1.0
1624,190.0,392.0,1.0
1625,213.0,252.0,1.0
1626,87.0,329.0,1.0
1627,101.0,73.0,1.0
1628,479.0,18.0,1.0
1629,123.0,16.0,1.0
1630,459.0,156.0,1.0
1631,330.0,361.0,1.0
1632,482.0,124.0,1.0
1633,487.0,84.0,1.0
1634,204.0,221.0,1.0
1635,420.0,174.0,1.0
1636,365.0,37.0,1.0
1637,548.0,255.0,1.0
1638,306.0,208.0,1.0
1639,405.0,99.0,1.0
1640,346.0,359.0,1.0
1641,570.0,21.0,1.0
1642,253.0,347.0,1.0
1643,268.0,208.0,1.0
1644,148.0,390.0,1.0
1645,110.0,43.0,1.0
1646,501.0,362.0,1.0
1647,486.0,135.0,1.0
1648,120.0,99.0,1.0
1649,145.0,364.0,1.0
1650,414.0,41.0,1.0
1651,117.0,359.0,1.0
1652,387.0,100.0,1.0
1653,461.0,313.0,1.0
1654,536.0,183.0,1.0
1655,588.0,364.0,1.0
1656,652.0,362.0,1.0
1657,567.0,196.0,1.0
1658,426.0,351.0,1.0
1659,364.0,196.0,1.0
1660,186.0,392.0,1.0
1661,285.0,183.0,1.0
1662,461.0,117.0,1.0
1663,208.0,73.0,1.0
1664,253.0,358.0,1.0
1665,426.0,12.0,1.0
1666,2.0,244.0,1.0
1667,182.0,359.0,1.0
1668,470.0,265.0,1.0
1669,192.0,183.0,1.0
1670,284.0,143.0,1.0
1671,376.0,41.0,1.0
1672,305.0,405.0,1.0
1673,332.0,362.0,1.0
1674,200.0,68.0,1.0
1675,595.0,359.0,1.0
1676,241.0,25.0,1.0
1677,41.0,145.0,1.0
1678,141.0,124.0,1.0
1679,275.0,222.0,1.0
1680,325.0,244.0,1.0
1681,10.0,89.0,1.0
1682,297.0,354.0,1.0
1683,249.0,194.0,1.0
1684,382.0,252.0,1.0
1685,424.0,163.0,1.0
1686,615.0,124.0,1.0
1687,301.0,36.0,1.0
1688,570.0,405.0,1.0
1689,375.0,347.0,1.0
1690,634.0,347.0,1.0
1691,61.0,19.0,1.0
1692,268.0,127.0,1.0
1693,149.0,328.0,1.0
1694,517.0,27.0,1.0
1695,161.0,1.0,1.0
1696,213.0,54.0,1.0
1697,233.0,183.0,1.0
1698,19.0,366.0,1.0
1699,87.0,24.0,1.0
1700,186.0,128.0,1.0
1701,430.0,356.0,1.0
1702,385.0,164.0,1.0
1703,367.0,376.0,1.0
1704,569.0,228.0,1.0
1705,254.0,390.0,1.0
1706,500.0,365.0,1.0
1707,164.0,182.0,1.0
1708,351.0,397.0,1.0
1709,616.0,183.0,1.0
1710,306.0,101.0,1.0
1711,93.0,59.0,1.0
1712,462.0,189.0,1.0
1713,34.0,37.0,1.0
1714,66.0,8.0,1.0
1715,505.0,208.0,1.0
1716,391.0,297.0,1.0
1717,547.0,314.0,1.0
1718,661.0,358.0,1.0
1719,213.0,280.0,1.0
1720,245.0,118.0,1.0
1721,326.0,210.0,1.0
1722,84.0,358.0,1.0
1723,51.0,183.0,1.0
1724,425.0,149.0,1.0
1725,383.0,322.0,1.0
1726,83.0,3.0,1.0
1727,386.0,205.0,1.0
1728,49.0,7.0,1.0
1729,461.0,388.0,1.0
1730,559.0,364.0,1.0
1731,146.0,334.0,1.0
1732,337.0,87.0,1.0
1733,407.0,177.0,1.0
1734,520.0,297.0,1.0
1735,521.0,371.0,1.0
1736,176.0,151.0,1.0
1737,255.0,311.0,1.0
1738,556.0,224.0,1.0
1739,163.0,216.0,1.0
1740,82.0,99.0,1.0
1741,557.0,382.0,1.0
1742,587.0,109.0,1.0
1743,514.0,124.0,1.0
1744,588.0,134.0,1.0
1745,175.0,55.0,1.0
1746,246.0,212.0,1.0
1747,341.0,208.0,1.0
1748,19.0,391.0,1.0
1749,97.0,404.0,1.0
1750,519.0,133.0,1.0
1751,358.0,163.0,1.0
1752,241.0,151.0,1.0
1753,500.0,181.0,1.0
1754,275.0,16.0,1.0
1755,315.0,390.0,1.0
1756,83.0,24.0,1.0
1757,539.0,69.0,1.0
1758,455.0,10.0,1.0
1759,652.0,359.0,1.0
1760,540.0,358.0,1.0
1761,326.0,67.0,1.0
1762,624.0,330.0,1.0
1763,227.0,280.0,1.0
1764,50.0,380.0,1.0
1765,45.0,351.0,1.0
1766,407.0,405.0,1.0
1767,31.0,160.0,1.0
1768,154.0,78.0,1.0
1769,386.0,286.0,1.0
1770,268.0,371.0,1.0
1771,259.0,222.0,1.0
1772,629.0,76.0,1.0
1773,572.0,219.0,1.0
1774,552.0,163.0,1.0
1775,99.0,228.0,1.0
1776,275.0,298.0,1.0
1777,471.0,73.0,1.0
1778,331.0,212.0,1.0
1779,344.0,138.0,1.0
1780,529.0,318.0,1.0
1781,351.0,387.0,1.0
1782,225.0,183.0,1.0
1783,559.0,259.0,1.0
1784,85.0,43.0,1.0
1785,292.0,124.0,1.0
1786,527.0,43.0,1.0
1787,210.0,67.0,1.0
1788,306.0,239.0,1.0
1789,340.0,362.0,1.0
1790,309.0,325.0,1.0
1791,302.0,99.0,1.0
1792,358.0,313.0,1.0
1793,341.0,280.0,1.0
1794,158.0,157.0,1.0
1795,76.0,405.0,1.0
1796,490.0,357.0,1.0
1797,380.0,204.0,1.0
1798,29.0,325.0,1.0
1799,118.0,347.0,1.0
1800,484.0,271.0,1.0
1801,31.0,133.0,1.0
1802,490.0,9.0,1.0
1803,470.0,331.0,1.0
1804,544.0,16.0,1.0
1805,182.0,358.0,1.0
1806,227.0,19.0,1.0
1807,358.0,34.0,1.0
1808,383.0,358.0,1.0
1809,294.0,69.0,1.0
1810,625.0,358.0,1.0
1811,493.0,103.0,1.0
1812,413.0,387.0,1.0
1813,630.0,297.0,1.0
1814,493.0,392.0,1.0
1815,449.0,197.0,1.0
1816,309.0,174.0,1.0
1817,408.0,7.0,1.0
1818,495.0,81.0,1.0
1819,86.0,99.0,1.0
1820,1.0,319.0,1.0
1821,318.0,351.0,1.0
1822,393.0,68.0,1.0
1823,177.0,24.0,1.0
1824,502.0,310.0,1.0
1825,248.0,99.0,1.0
1826,459.0,44.0,1.0
1827,634.0,371.0,1.0
1828,66.0,28.0,1.0
1829,413.0,184.0,1.0
1830,308.0,289.0,1.0
1831,237.0,376.0,1.0
1832,287.0,45.0,1.0
1833,387.0,355.0,1.0
1834,136.0,117.0,1.0
1835,551.0,364.0,1.0
1836,640.0,124.0,1.0
1837,587.0,359.0,1.0
1838,413.0,385.0,1.0
1839,428.0,322.0,1.0
1840,291.0,7.0,1.0
1841,273.0,341.0,1.0
1842,108.0,396.0,1.0
1843,558.0,24.0,1.0
1844,166.0,312.0,1.0
1845,330.0,76.0,1.0
1846,439.0,280.0,1.0
1847,315.0,364.0,1.0
1848,563.0,405.0,1.0
1849,293.0,347.0,1.0
1850,393.0,334.0,1.0
1851,227.0,237.0,1.0
1852,335.0,347.0,1.0
1853,403.0,245.0,1.0
1854,453.0,280.0,1.0
1855,48.0,182.0,1.0
1856,239.0,362.0,1.0
1857,164.0,316.0,1.0
1858,102.0,396.0,1.0
1859,72.0,370.0,1.0
1860,1.0,58.0,1.0
1861,183.0,174.0,1.0
1862,336.0,199.0,1.0
1863,83.0,130.0,1.0
1864,571.0,99.0,1.0
1865,162.0,43.0,1.0
1866,176.0,272.0,1.0
1867,56.0,127.0,1.0
1868,148.0,312.0,1.0
1869,155.0,146.0,1.0
1870,343.0,362.0,1.0
1871,486.0,408.0,1.0
1872,573.0,69.0,1.0
1873,514.0,145.0,1.0
1874,167.0,358.0,1.0
1875,559.0,309.0,1.0
1876,362.0,316.0,1.0
1877,72.0,344.0,1.0
1878,314.0,128.0,1.0
1879,224.0,307.0,1.0
1880,188.0,99.0,1.0
1881,439.0,97.0,1.0
1882,654.0,358.0,1.0
1883,226.0,133.0,1.0
1884,374.0,6.0,1.0
1885,252.0,12.0,1.0
1886,516.0,79.0,1.0
1887,472.0,400.0,1.0
1888,210.0,149.0,1.0
1889,410.0,199.0,1.0
1890,116.0,18.0,1.0
1891,221.0,245.0,1.0
1892,446.0,359.0,1.0
1893,86.0,76.0,1.0
1894,269.0,124.0,1.0
1895,615.0,223.0,1.0
1896,78.0,188.0,1.0
1897,475.0,41.0,1.0
1898,316.0,125.0,1.0
1899,328.0,358.0,1.0
1900,103.0,89.0,1.0
1901,522.0,27.0,1.0
1902,241.0,106.0,1.0
1903,46.0,118.0,1.0
1904,297.0,408.0,1.0
1905,56.0,99.0,1.0
1906,237.0,392.0,1.0
1907,408.0,89.0,1.0
1908,90.0,239.0,1.0
1909,650.0,362.0,1.0
1910,461.0,397.0,1.0
1911,333.0,376.0,1.0
1912,169.0,210.0,1.0
1913,275.0,362.0,1.0
1914,607.0,124.0,1.0
1915,170.0,307.0,1.0
1916,123.0,168.0,1.0
1917,356.0,376.0,1.0
1918,207.0,144.0,1.0
1919,268.0,156.0,1.0
1920,388.0,128.0,1.0
1921,500.0,149.0,1.0
1922,117.0,371.0,1.0
1923,555.0,208.0,1.0
1924,140.0,211.0,1.0
1925,455.0,312.0,1.0
1926,433.0,347.0,1.0
1927,202.0,116.0,1.0
1928,143.0,182.0,1.0
1929,287.0,228.0,1.0
